Spokane International Airport,GEG,47.61989974975586,-117.53399658203125,1219770712067
Salt Lake City International Airport,SLC,40.78839874267578,-111.97799682617188,1219770712067
Detroit Metropolitan Wayne County Airport,DTW,42.212398529052734,-83.35340118408203,1219770712067
McCarran International Airport,LAS,36.08010101,-115.1520004,1219770712067
Seattle Tacoma International Airport,SEA,47.44900131225586,-122.30899810791016,1219770712067
General Edward Lawrence Logan International Airport,BOS,42.36429977,-71.00520325,1219770712067
Dane County Regional Truax Field,MSN,43.13990020751953,-89.3375015258789,1219770712067
John Wayne Airport-Orange County Airport,SNA,33.67570114,-117.8679962,1219770712067
John F Kennedy International Airport,JFK,40.63980103,-73.77890015,1219770712067
Cherry Capital Airport,TVC,44.74140167236328,-85.58219909667969,1219770712067
Lihue Airport,LIH,21.97599983215332,-159.33900451660156,1219770712067
Jackson Hole Airport,JAC,43.6072998046875,-110.73799896240234,1219770712067
Fort Lauderdale Hollywood International Airport,FLL,26.072599411010742,-80.15270233154297,1219770712067
Missoula International Airport,MSO,46.91630173,-114.0910034,1219770712067
Denver International Airport,DEN,39.861698150635,-104.672996521,1219770712067
Austin Straubel International Airport,GRB,44.48509979248047,-88.12960052490234,1219770712067
San Diego International Airport,SAN,32.7336006165,-117.190002441,1219770712067
Juneau International Airport,JNU,58.35499954223633,-134.5760040283203,1219770712067
Hartsfield Jackson Atlanta International Airport,ATL,33.63669967651367,-84.4281005859375,1219770712067
Ronald Reagan Washington National Airport,DCA,38.8521,-77.037697,1219770712067
Boise Air Terminal/Gowen field,BOI,43.56439972,-116.2229996,1219770712067
Gallatin Field,BZN,45.77750015,-111.1529999,1219770712067
La Guardia Airport,LGA,40.77719879,-73.87259674,1219770712067
Glacier Park International Airport,FCA,48.31050109863281,-114.25599670410156,1219770712067
Los Angeles International Airport,LAX,33.94250107,-118.4079971,1219770712067
Kona International At Keahole Airport,KOA,19.738800048828125,-156.04600524902344,1219770712067
Gerald R. Ford International Airport,GRR,42.88079834,-85.52279663,1219770712067
Billings Logan International Airport,BIL,45.807701110839844,-108.54299926757812,1219770712067
Louis Armstrong New Orleans International Airport,MSY,29.99340057373047,-90.25800323486328,1219770712067
Miami International Airport,MIA,25.79319953918457,-80.29060363769531,1219770712067
Phoenix Sky Harbor International Airport,PHX,33.43429946899414,-112.01200103759766,1219770712067
Tampa International Airport,TPA,27.975500106811523,-82.533203125,1219770712067
General Mitchell International Airport,MKE,42.947200775146484,-87.89659881591797,1219770712067
Sacramento International Airport,SMF,38.69540023803711,-121.59100341796875,1219770712067
Reno Tahoe International Airport,RNO,39.49909973144531,-119.76799774169922,1219770712067
Fairbanks International Airport,FAI,64.81510162,-147.8560028,1219770712067
Norman Y. Mineta San Jose International Airport,SJC,37.36259841918945,-121.92900085449219,1219770712067
San Francisco International Airport,SFO,37.61899948120117,-122.375,1219770712067
Orlando International Airport,MCO,28.429399490356445,-81.30899810791016,1219770712067
Metropolitan Oakland International Airport,OAK,37.72129821777344,-122.22100067138672,1219770712067
Kansas City International Airport,MCI,39.2976,-94.713898,1219770712067
Hector International Airport,FAR,46.92070007324219,-96.81580352783203,1219770712067
South Bend Regional Airport,SBN,41.70869827270508,-86.31729888916016,1219770712067
Austin Bergstrom International Airport,AUS,30.194499969482422,-97.6698989868164,1219770712067
Portland International Airport,PDX,45.58869934,-122.5979996,1219770712067
Chicago O'Hare International Airport,ORD,41.97859955,-87.90480042,1219770712067
Ted Stevens Anchorage International Airport,ANC,61.174400329589844,-149.99600219726562,1219770712067
Bismarck Municipal Airport,BIS,46.772701263427734,-100.74600219726562,1219770712067
Raleigh Durham International Airport,RDU,35.877601623535156,-78.7874984741211,1219770712067
Cincinnati Northern Kentucky International Airport,CVG,39.0488014221,-84.6678009033,1219770712067
Minneapolis-St Paul International/Wold-Chamberlain Airport,MSP,44.881999969499994,-93.22180175780001,1219770712067
Kahului Airport,OGG,20.89859962463379,-156.42999267578125,1219770712067
Honolulu International Airport,HNL,21.318700790405273,-157.9219970703125,1219770712067
