Indianapolis International Airport,IND,39.7173,-86.294403,1606317768706
Norfolk International Airport,ORF,36.89459991455078,-76.20120239257812,1606317768706
Appleton International Airport,ATW,44.258098602299995,-88.5190963745,1606317768706
Richmond International Airport,RIC,37.50519943237305,-77.3197021484375,1606317768706
Tri Cities Regional Tn Va Airport,TRI,36.47520065307617,-82.40740203857422,1606317768706
Northwest Arkansas Regional Airport,XNA,36.281898,-94.306801,1606317768706
Northwest Florida Beaches International Airport,ECP,30.357106,-85.795414,1606317768706
Asheville Regional Airport,AVL,35.43619918823242,-82.54180145263672,1606317768706
Jacksonville International Airport,JAX,30.49410057067871,-81.68789672851562,1606317768706
Syracuse Hancock International Airport,SYR,43.11119842529297,-76.1063003540039,1606317768706
Birmingham-Shuttlesworth International Airport,BHM,33.56290054,-86.75350189,1606317768706
Piedmont Triad International Airport,GSO,36.097801208496094,-79.93730163574219,1606317768706
Memphis International Airport,MEM,35.04240036010742,-89.97669982910156,1606317768706
The Eastern Iowa Airport,CID,41.884700775146484,-91.71080017089844,1606317768706
Bradley International Airport,BDL,41.9388999939,-72.68319702149999,1606317768706
Theodore Francis Green State Airport,PVD,41.732601165771484,-71.42040252685547,1606317768706
Mobile Regional Airport,MOB,30.691200256348,-88.242797851562,1606317768706
Charleston Air Force Base-International Airport,CHS,32.89860153,-80.04049683,1606317768706
Eppley Airfield,OMA,41.303199768066406,-95.89409637451172,1606317768706
Joe Foss Field Airport,FSD,43.582000732400004,-96.741897583,1606317768706
Des Moines International Airport,DSM,41.534000396728516,-93.66310119628906,1606317768706
George Bush Intercontinental Houston Airport,IAH,29.984399795532227,-95.34140014648438,1606317768706
Dallas Fort Worth International Airport,DFW,32.89680099487305,-97.03800201416016,1606317768706
Cleveland Hopkins International Airport,CLE,41.4117012024,-81.8498001099,1606317768706
El Paso International Airport,ELP,31.80719948,-106.3779984,1606317768706
Wilmington International Airport,ILM,34.270599365234375,-77.90260314941406,1606317768706
Akron Canton Regional Airport,CAK,40.916099548339844,-81.44219970703125,1606317768706
Evansville Regional Airport,EVV,38.0369987488,-87.5324020386,1606317768706
Blue Grass Airport,LEX,38.0364990234375,-84.60590362548828,1606317768706
San Antonio International Airport,SAT,29.533700942993164,-98.46980285644531,1606317768706
Tallahassee Regional Airport,TLH,30.396499633789062,-84.35030364990234,1606317768706
Gulfport Biloxi International Airport,GPT,30.40730094909668,-89.07009887695312,1606317768706
Charlottesville Albemarle Airport,CHO,38.13859939575195,-78.4529037475586,1606317768706
Southwest Florida International Airport,RSW,26.53619956970215,-81.75520324707031,1606317768706
Jackson-Medgar Wiley Evers International Airport,JAN,32.3111991882,-90.0758972168,1606317768706
James M Cox Dayton International Airport,DAY,39.902400970458984,-84.21939849853516,1606317768706
Myrtle Beach International Airport,MYR,33.6796989441,-78.9282989502,1606317768706
"Baton Rouge Metropolitan, Ryan Field",BTR,30.53319931,-91.14959717,1606317768706
Buffalo Niagara International Airport,BUF,42.94049835,-78.73220062,1606317768706
Lafayette Regional Airport,LFT,30.20529938,-91.98760223,1606317768706
Melbourne International Airport,MLB,28.102800369262695,-80.64530181884766,1606317768706
Albuquerque International Sunport Airport,ABQ,35.040199279785156,-106.60900115966797,1606317768706
Roanoke–Blacksburg Regional Airport,ROA,37.325500488299994,-79.975402832,1606317768706
Nashville International Airport,BNA,36.1245002746582,-86.6781997680664,1606317768706
Burlington International Airport,BTV,44.471900939899996,-73.15329742429999,1606317768706
Savannah Hilton Head International Airport,SAV,32.12760162,-81.20210266,1606317768706
Charlotte Douglas International Airport,CLT,35.2140007019043,-80.94309997558594,1606317768706
Portland International Jetport Airport,PWM,43.64619827,-70.30930328,1606317768706
Washington Dulles International Airport,IAD,38.94449997,-77.45580292,1606317768706
Lovell Field,CHA,35.035301208496094,-85.20379638671875,1606317768706
Greater Rochester International Airport,ROC,43.118900299072266,-77.67240142822266,1606317768706
Philadelphia International Airport,PHL,39.87189865112305,-75.24109649658203,1606317768706
Newport News Williamsburg International Airport,PHF,37.13190079,-76.49299622,1606317768706
Greenville Spartanburg International Airport,GSP,34.8956985474,-82.2189025879,1606317768706
Yeager Airport,CRW,38.37310028076172,-81.59320068359375,1606317768706
Dallas Love Field,DAL,32.84709930419922,-96.85179901123047,1606317768706
Pittsburgh International Airport,PIT,40.49150085,-80.23290253,1606317768706
Lehigh Valley International Airport,ABE,40.652099609375,-75.44080352783203,1606317768706
Fayetteville Regional Grannis Field,FAY,34.9911994934082,-78.88030242919922,1606317768706
Destin-Ft Walton Beach Airport,VPS,30.4832,-86.525398,1606317768706
Palm Beach International Airport,PBI,26.68320083618164,-80.09559631347656,1606317768706
Daytona Beach International Airport,DAB,29.179899,-81.058098,1606317768706
Columbia Metropolitan Airport,CAE,33.93880081176758,-81.11949920654297,1606317768706
Newark Liberty International Airport,EWR,40.692501068115234,-74.168701171875,1606317768706
Augusta Regional At Bush Field,AGS,33.36989974975586,-81.9645004272461,1606317768706
Albany International Airport,ALB,42.74829864501953,-73.80169677734375,1606317768706
Wichita Mid Continent Airport,ICT,37.649898529052734,-97.43309783935547,1606317768706
Bill & Hillary Clinton National Airport/Adams Field,LIT,34.729400634799994,-92.2242965698,1606317768706
Westchester County Airport,HPN,41.06700134277344,-73.70760345458984,1606317768706
Wilkes Barre Scranton International Airport,AVP,41.338500976599995,-75.72339630130001,1606317768706
Tucson International Airport,TUS,32.1161003112793,-110.94100189208984,1606317768706
Bishop International Airport,FNT,42.96540069580078,-83.74359893798828,1606317768706
Huntsville International Carl T Jones Field,HSV,34.637199401855,-86.775100708008,1606317768706
William P Hobby Airport,HOU,29.64539909,-95.27890015,1606317768706
City of Colorado Springs Municipal Airport,COS,38.805801391602,-104.70099639893,1606317768706
Gainesville Regional Airport,GNV,29.6900997162,-82.2717971802,1606317768706
Will Rogers World Airport,OKC,35.39310073852539,-97.60070037841797,1606317768706
Lambert St Louis International Airport,STL,38.74869918823242,-90.37000274658203,1606317768706
Key West International Airport,EYW,24.556100845336914,-81.75959777832031,1606317768706
Tulsa International Airport,TUL,36.19839859008789,-95.88809967041016,1606317768706
Baltimore/Washington International Thurgood Marshall Airport,BWI,39.17539978,-76.66829681,1606317768706
Manchester Airport,MHT,42.93259811401367,-71.43569946289062,1606317768706
